name,number_of_GFP_kernels,number_of_WT_kernels,cross_type,allele,year,Fiji_or_Earvision,TotalK,TransmissionRate
A29-2x102,169,185,Ear,R92F08,2021,E,354,47.70%
Y2x14-5,170,205,Pollen,R92F08,2019,E,375,45.30%
A102x29-5,183,193,Pollen,R92F08,2021,E,376,48.70%
B2x566-3,173,203,Pollen,R92F08,2022,E,376,46.00%
A29-5x102,208,176,Ear,R92F08,2021,E,384,54.20%
X401x481A-1m1,182,211,Pollen,R92F08,2018,E,393,46.30%
Y14-2x1,189,207,Ear,R92F08,2019,E,396,47.70%
Y14-6x1,193,211,Ear,R92F08,2019,E,404,47.80%
Y14-1x1,222,246,Ear,R92F08,2019,E,468,47.40%
A29-3x102,274,268,Ear,R92F08,2021,E,542,50.60%
X401x3-6m3,94,90,Pollen,R95D10,2018,E,184,51.10%
Y2x232-2,81,116,Pollen,R95D10,2019,E,197,41.10%
X4-1x402,131,138,Ear,R95D10,2018,E,269,48.70%
A40-1x102,146,136,Ear,R95D10,2021,E,282,51.80%
A40-6x102,156,138,Ear,R95D10,2021,E,294,53.10%
X4-4x400L,144,155,Ear,R95D10,2018,E,299,48.20%
X401x4-2m2,161,143,Pollen,R95D10,2018,E,304,53.00%
A102x40-1,146,158,Pollen,R95D10,2021,F,304,48.00%
A102x40-2,129,180,Pollen,R95D10,2021,F,309,41.70%
X3-6x402,157,156,Ear,R95D10,2018,E,313,50.20%
A102x40-5,157,170,Pollen,R95D10,2021,E,327,48.00%
Y2x232-3,153,178,Pollen,R95D10,2019,E,331,46.20%
Y232-6x1,169,178,Ear,R95D10,2019,E,347,48.70%
A102x40-4_new,194,154,Pollen,R95D10,2021,E,348,55.70%
A102x40-3_new,143,215,Pollen,R95D10,2021,F,358,39.90%
B2x590-2,156,207,Pollen,R95D10,2022,E,363,43.00%
X401x4-4m1,171,198,Pollen,R95D10,2018,E,369,46.30%
Y2x232-4,177,200,Pollen,R95D10,2019,E,377,46.90%
Y232-2x1,185,194,Ear,R95D10,2019,E,379,48.80%
B590-2x2,206,185,Ear,R95D10,2022,E,391,52.70%
X401x4-2m4,176,215,Pollen,R95D10,2018,E,391,45.00%
X400x3-6m1,181,222,Pollen,R95D10,2018,E,403,44.90%
X4-6x402,198,212,Ear,R95D10,2018,E,410,48.30%
X401x4-1m2,195,224,Pollen,R95D10,2018,E,419,46.50%
X401x3-6m4,179,242,Pollen,R95D10,2018,E,421,42.50%
X3-6_tillerx402,198,229,Ear,R95D10,2018,E,427,46.40%
X403x4-1m4,199,230,Pollen,R95D10,2018,E,429,46.40%
Y232-5x1,212,221,Ear,R95D10,2019,E,433,49.00%
Y2x232-1,194,239,Pollen,R95D10,2019,E,433,44.80%
X403x3-6m5,191,250,Pollen,R95D10,2018,E,441,43.30%
X403x4-2m3,205,237,Pollen,R95D10,2018,E,442,46.40%
A40-3x102,221,222,Ear,R95D10,2021,E,443,49.90%
X401x4-1m1,216,228,Pollen,R95D10,2018,E,444,48.60%
Y232-4x1,234,224,Ear,R95D10,2019,E,458,51.10%
Y2x232-6,211,248,Pollen,R95D10,2019,F,459,46.00%
Y232-3x1,228,237,Ear,R95D10,2019,E,465,49.00%
X403x4-2m1,237,235,Pollen,R95D10,2018,F,472,50.20%
Y232-1x1,232,250,Ear,R95D10,2019,E,482,48.10%
X401x3-6m2,229,268,Pollen,R95D10,2018,E,497,46.10%
X402x4-1m3,233,273,Pollen,R95D10,2018,E,506,46.00%
X401x4-6m1,229,284,Pollen,R95D10,2018,E,513,44.60%
Z255-1x1,60,64,Ear,R96B12,2020,F,124,48.40%
Z2x255-1,100,122,Pollen,R96B12,2020,E,222,45.00%
A102x33-2,119,142,Pollen,R96B12,2021,E,261,45.60%
A102x33-5,127,134,Pollen,R96B12,2021,E,261,48.70%
A102x33-6,147,135,Pollen,R96B12,2021,E,282,52.10%
Z2x252-1,148,139,Pollen,R96B12,2020,E,287,51.60%
A102x33-4,137,154,Pollen,R96B12,2021,E,291,47.10%
Z1x249A-1,161,152,Pollen,R96B12,2020,E,313,51.40%
B2x568-1,170,146,Pollen,R96B12,2022,E,316,53.80%
Z1x250-1,149,168,Pollen,R96B12,2020,E,317,47.00%
Z1x251-3,171,147,Pollen,R96B12,2020,E,318,53.80%
Z1x251-1,148,173,Pollen,R96B12,2020,E,321,46.10%
A102x277-2,155,180,Pollen,R96B12,2021,F,335,46.30%
A102x33-3,149,196,Pollen,R96B12,2021,F,345,43.20%
Z2x258-1,169,182,Pollen,R96B12,2020,E,351,48.10%
A102x277-3,206,181,Pollen,R96B12,2021,E,387,53.20%
Z252-1x1,221,186,Ear,R96B12,2020,E,407,54.30%
Z1x257-1,199,215,Pollen,R96B12,2020,E,414,48.10%
Z251-1x1,233,186,Ear,R96B12,2020,E,419,55.60%
Z249A-1x1,210,210,Ear,R96B12,2020,E,420,50.00%
A33-5x102,222,204,Ear,R96B12,2021,E,426,52.10%
Z1x253-1,209,223,Pollen,R96B12,2020,E,432,48.40%
A33-2x102,224,211,Ear,R96B12,2021,E,435,51.50%
Z1x257-2,247,189,Pollen,R96B12,2020,E,436,56.70%
A33-6x102,232,231,Ear,R96B12,2021,E,463,50.10%
A277-2x102,250,230,Ear,R96B12,2021,E,480,52.10%
Z258-1x1,252,229,Ear,R96B12,2020,E,481,52.40%
Z1x250-2,239,267,Pollen,R96B12,2020,E,506,47.20%
Z257-2x1,246,272,Ear,R96B12,2020,E,518,47.50%
Z2x251-2,233,291,Pollen,R96B12,2020,F,524,44.50%
Z257-1x1,283,252,Ear,R96B12,2020,E,535,52.90%
A277-3x102,314,279,Ear,R96B12,2021,E,593,53.00%
Z2x233A-3_m3,41,55,Pollen,R96C12,2020,F,96,42.70%
Y223-2x1,71,60,Ear,R96C12,2019,F,131,54.20%
Z1x81-6_m3,72,73,Pollen,R96C12,2020,E,145,49.70%
Z1x81-6_m2,115,76,Pollen,R96C12,2020,E,191,60.20%
Y1x268-2m2,102,90,Pollen,R96C12,2019,E,192,53.10%
Z2x233A-3_m2,92,119,Pollen,R96C12,2020,E,211,43.60%
Z2x234A-6_m3,116,97,Pollen,R96C12,2020,E,213,54.50%
Y1x268-2m1,103,121,Pollen,R96C12,2019,E,224,46.00%
A102x256B-3,94,154,Pollen,R96C12,2021,F,248,37.90%
B2x755-7_m1,129,123,Pollen,R96C12,2022,E,252,51.20%
Z2x81-6_m2,109,145,Pollen,R96C12,2020,F,254,42.90%
Y2x223-3,115,145,Pollen,R96C12,2019,E,260,44.20%
Z2x233A-8_m4,115,155,Pollen,R96C12,2020,E,270,42.60%
Y223-4x1,141,133,Ear,R96C12,2019,E,274,51.50%
B2x755-3_m1,123,151,Pollen,R96C12,2022,E,274,44.90%
Z2x81-2_m2,146,135,Pollen,R96C12,2020,E,281,52.00%
A102x30-1,153,137,Pollen,R96C12,2021,E,290,52.80%
Z2x233A-3_m1,106,186,Pollen,R96C12,2020,E,292,36.30%
Z2x233A-8_m1,124,169,Pollen,R96C12,2020,E,293,42.30%
A102x257B-1,158,138,Pollen,R96C12,2021,E,296,53.40%
A102x30-4,152,157,Pollen,R96C12,2021,E,309,49.20%
Z81-2x1,154,165,Ear,R96C12,2020,E,319,48.30%
Z2x232A-1_NEW,154,167,Pollen,R96C12,2020,E,321,48.00%
A102x30-5,140,185,Pollen,R96C12,2021,E,325,43.10%
Y2x223-2,154,172,Pollen,R96C12,2019,E,326,47.20%
Z2x233A-8_m3,162,165,Pollen,R96C12,2020,E,327,49.50%
B2x567-3_m1,166,168,Pollen,R96C12,2022,E,334,49.70%
Y2x268-1,177,164,Pollen,R96C12,2019,F,341,51.90%
Y2x223-5,159,190,Pollen,R96C12,2019,F,349,45.60%
Y2x223-1,171,179,Pollen,R96C12,2019,F,350,48.90%
Z81-1x1,180,171,Ear,R96C12,2020,E,351,51.30%
Z2x81-6_m3,196,160,Pollen,R96C12,2020,E,356,55.10%
B567-3x2,192,174,Ear,R96C12,2022,E,366,52.50%
Z233A-3x1_NEW,172,200,Ear,R96C12,2020,E,372,46.20%
Y2x223-4,63,314,Pollen,R96C12,2019,F,377,16.70%
Z234A-1x1_NEW,192,188,Ear,R96C12,2020,E,380,50.50%
Z81-3x1,200,192,Ear,R96C12,2020,E,392,51.00%
Z81-6x1_NEW,207,192,Ear,R96C12,2020,E,399,51.90%
Z81-4x1,207,196,Ear,R96C12,2020,E,403,51.40%
Z2x232A-2,150,259,Pollen,R96C12,2020,F,409,36.70%
Y223-1x1,205,205,Ear,R96C12,2019,F,410,50.00%
Z2x232A-3,240,178,Pollen,R96C12,2020,E,418,57.40%
Z2x81-2_m1,171,250,Pollen,R96C12,2020,E,421,40.60%
Z1x81-6_m1,228,195,Pollen,R96C12,2020,E,423,53.90%
Z2x81-6_m1,232,191,Pollen,R96C12,2020,E,423,54.80%
A30-4x102,208,219,Ear,R96C12,2021,E,427,48.70%
Y223-5x1,217,219,Ear,R96C12,2019,E,436,49.80%
Y223-3x1,245,199,Ear,R96C12,2019,E,444,55.20%
Z2x234A-2_m1,144,308,Pollen,R96C12,2020,E,452,31.90%
A102x258-3,232,220,Pollen,R96C12,2021,F,452,51.30%
A30-1x102,213,243,Ear,R96C12,2021,E,456,46.70%
B755-7x2,226,286,Ear,R96C12,2022,E,512,44.10%
A30-5x102,260,264,Ear,R96C12,2021,E,524,49.60%
Z2x234A-6_m1,254,315,Pollen,R96C12,2020,E,569,44.60%
Y2x58-4m1,110,121,Pollen,R99B02,2019,E,231,47.60%
Y2x58-3,118,122,Pollen,R99B02,2019,E,240,49.20%
X485-5x402,135,136,Ear,R99B02,2018,E,271,49.80%
X485L-3x402,137,147,Ear,R99B02,2018,E,284,48.20%
X400x485L-3m2,137,157,Pollen,R99B02,2018,E,294,46.60%
X400x485L-3m1,148,147,Pollen,R99B02,2018,E,295,50.20%
Y2x58-4m2,170,195,Pollen,R99B02,2019,E,365,46.60%
X485-3x402,189,185,Ear,R99B02,2018,E,374,50.50%
X400x485-5m1,192,188,Pollen,R99B02,2018,E,380,50.50%
X401x485-3m1,182,200,Pollen,R99B02,2018,E,382,47.60%
Y58-2x1,221,184,Ear,R99B02,2019,E,405,54.60%
X401x485-1m1,215,209,Pollen,R99B02,2018,E,424,50.70%
Y58-3x1,240,222,Ear,R99B02,2019,E,462,51.90%
Y2x58-2,243,234,Pollen,R99B02,2019,E,477,50.90%
Y58-4x1,275,270,Ear,R99B02,2019,E,545,50.50%
X402x485-5m2,272,274,Pollen,R99B02,2018,E,546,49.80%
Y58-1x1,277,278,Ear,R99B02,2019,E,555,49.90%
